"Event"	"Reference (Event)"	"ID (Site)"	"ID (Dataset)"	"Site"	"Longitude"	"Latitude"	"Continent"	"Significance T air (July), full dataset Holocene period (WA-PLS)"	"Significance T air (July), full dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, full dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, full dataset (WA-PLS)"	"Significance T air (July), full dataset Holocene period (MAT)"	"Significance T air (July) when partial out annual precip, full dataset Holocene period (MAT)"	"Significance T air (annual mean), full dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), full dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, full dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, full dataset (WA-PLS)"	"Significance T air (annual mean), full dataset Holocene period (MAT)"	"Significance T air (annual mean) when partial out annual precip, full dataset Holocene period (MAT)"	"Significance Precip annual total, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total, full dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, full dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, full dataset (WA-PLS)"	"Significance Precip annual total, full dataset Holocene period (MAT)"	"Significance Precip annual total when partial out July mean temp, full dataset Holocene period (MAT)"	"Significance Precip annual total when partial out annual mean temp, full dataset Holocene period (MAT)"	"Significance T air (July), July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July), July temperature-tailored dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, July temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, July temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, July temperature-tailored dataset (WA-PLS)"	"Significance T air (annual mean), annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), annual mean temperature-tailored dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual mean temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, annual mean temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual mean temperature-tailored dataset (WA-PLS)"	"Significance T air (July), annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July), annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (annual mean), annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual precipitation-tailored dataset (WA-PLS)"
"PATBAY"	"Neotoma"	10499	16109	"Patricia Bay Lake"	-68.502778	70.461944	"Eastern North America"	0.351	0.368	0.512	0.521	0.59	0.551	0.504	0.479	0.537	0.535	0.006	0.057	0.677	0.636	0.973	0.965	0.702	0.706	0.012	0.023	0.129	0.362	0.385	0.584	0.562	0.522	0.543	0.816	0.826	0.259	0.242	0.223	0.228	0.976	0.961	0.684	0.675	0.253	0.22	0.27	0.231	0.676	0.648	0.445	0.392	0.063	0.063	0.154	0.15	0.066	0.064
"CRAWFDC"	"Neotoma"	507	16124	"Crawford Lake"	-79.94872	43.468275	"Eastern North America"	0.537	0.309	0.181	0.24	0.269	0.053	0.378	0.128	0.238	0.356	0.281	0.079	0.157	0.04	0.24	0.233	0.326	0.356	0.276	0.203	0.201	0.218	0.377	0.564	0.689	0.002	0.001	0.339	0.319	0.007	0.001	0.119	0.309	0.003	0.01	0.191	0.395	0.468	0.227	0.088	0.191	0.178	0.012	0.162	0.372	0.02	0.001	0.08	0.136	0.212	0.358
"LIMABOG"	"Neotoma"	10506	16129	"Lima Bog"	-88.8432	42.78895	"Eastern North America"	0.775	0.001	0.778	0.018	0.096	0.105	0.591	0.001	0.539	0.014	0.109	0.077	0.921	0.259	0.937	0.852	0.811	0.75	0.365	0.276	0.162	0.576	0.001	0.669	0.032	0.5	0.196	0.581	0.602	0.471	0.001	0.529	0.001	0.397	0.582	0.484	0.512	0.762	0.001	0.756	0.051	0.549	0.001	0.505	0.013	0.947	0.225	0.949	0.928	0.735	0.676
"BINNEWTR"	"Neotoma"	10515	16175	"Binnewater Pond"	-74.551335	41.40935	"Eastern North America"	0.026	0.037	0.001	0.02	0.008	0.001	0.184	0.018	0.001	0.014	0.004	0.001	0.042	0.312	0.027	0.117	0.006	0.055	0.41	0.139	0.057	0.028	0.046	0.004	0.022	0.005	0.069	0.001	0.001	0.021	0.001	0.001	0.001	0.001	0.162	0.001	0.001	0.01	0.008	0.001	0.001	0.066	0.001	0.001	0.001	0.036	0.079	0.003	0.006	0.005	0.003
"HYDEPARK"	"Neotoma"	10516	16177	"Hyde Park"	-73.90115	41.78575	"Eastern North America"	NA	0.026	NA	0.007	NA	NA	NA	0.037	NA	0.008	NA	NA	NA	0.77	NA	0.288	NA	0.162	NA	NA	NA	NA	0.099	NA	0.148	NA	0.469	NA	0.549	NA	0.041	NA	0.002	NA	0.212	NA	0.023	NA	0.68	NA	0.792	NA	0.147	NA	0.039	NA	0.363	NA	0.438	NA	0.047
"OTISVILL"	"Neotoma"	10517	16179	"Otisville"	-74.5244	41.47025	"Eastern North America"	0.64	0.005	0.716	0.009	0.361	0.541	0.566	0.001	0.653	0.004	0.217	0.417	0.907	0.332	0.797	0.649	0.846	0.518	0.182	0.318	0.403	0.177	0.001	0.175	0.001	0.691	0.356	0.342	0.327	0.079	0.001	0.071	0.001	0.687	0.442	0.333	0.569	0.766	0.013	0.409	0.071	0.165	0.001	0.131	0.001	0.479	0.11	0.426	0.417	0.394	0.352
"PAWELSKI"	"Neotoma"	10518	16181	"Pawelski Farm"	-74.43065	41.33395	"Eastern North America"	0.125	0.016	0.282	0.018	0.003	0.005	0.164	0.015	0.334	0.01	0.013	0.005	0.343	0.191	0.907	0.085	0.838	0.091	0.707	0.393	0.265	0.036	0.077	0.028	0.029	0.047	0.051	0.524	0.008	0.016	0.001	0.013	0.002	0.05	0.079	0.303	0.11	0.111	0.009	0.597	0.025	0.084	0.001	0.345	0.012	0.444	0.308	0.973	0.056	0.866	0.122
"RICEMSH2"	"Neotoma"	10521	16189	"Rice Lake"	-78.14232	44.199085	"Eastern North America"	0.555	0.571	0.465	0.458	0.403	0.727	0.848	0.839	0.763	0.756	0.351	0.931	0.533	0.555	0.387	0.401	0.518	0.538	0.25	0.386	0.496	0.07	0.053	0.031	0.037	0.094	0.102	0.019	0.016	0.034	0.043	0.308	0.28	0.059	0.047	0.523	0.52	0.799	0.796	0.434	0.446	0.213	0.214	0.772	0.791	0.054	0.058	0.05	0.049	0.239	0.239
"RICEON"	"Neotoma"	10521	16193	"Rice Lake"	-78.14232	44.199085	"Eastern North America"	0.346	0.361	0.249	0.239	0.27	0.005	0.184	0.172	0.283	0.278	0.219	0.005	0.241	0.224	0.365	0.388	0.526	0.54	0.032	0.04	0.035	0.099	0.09	0.27	0.29	0.005	0.006	0.203	0.192	0.001	0.001	0.002	0.002	0.023	0.018	0.149	0.131	0.301	0.317	0.001	0.003	0.039	0.028	0.001	0.004	0.051	0.038	0.088	0.081	0.182	0.169
"PERCHON"	"Neotoma"	1823	16231	"Perch Lake"	-77.34	46.03	"Eastern North America"	0.045	0.044	0.012	0.011	0.003	0.007	0.054	0.027	0.041	0.036	0.022	0.001	0.086	0.076	0.035	0.031	0.034	0.027	0.413	0.181	0.068	0.617	0.636	0.564	0.554	0.126	0.119	0.146	0.161	0.384	0.391	0.438	0.46	0.113	0.102	0.186	0.169	0.052	0.053	0.043	0.055	0.11	0.137	0.06	0.073	0.195	0.203	0.092	0.094	0.049	0.047
"HORSESH8"	"Neotoma"	8585	16251	"Horseshoe Lake"	-90.095027	38.701798	"Eastern North America"	0.184	0.166	0.93	0.941	0.104	0.313	0.332	0.316	0.569	0.59	0.042	0.512	0.124	0.11	0.835	0.814	0.316	0.313	0.009	0.091	0.251	0.454	0.447	0.235	0.232	0.118	0.114	0.096	0.098	0.076	0.08	0.119	0.115	0.239	0.241	0.382	0.378	0.099	0.092	0.431	0.428	0.076	0.069	0.531	0.561	0.011	0.014	0.048	0.041	0.066	0.07
"HORSESHA"	"Neotoma"	8585	16254	"Horseshoe Lake"	-90.095027	38.701798	"Eastern North America"	0.437	0.455	0.554	0.54	0.344	0.244	0.29	0.289	0.339	0.303	0.612	0.381	0.529	0.579	0.616	0.622	0.324	0.306	0.041	0.072	0.046	0.845	0.835	0.76	0.739	0.441	0.432	0.485	0.474	0.183	0.178	0.191	0.186	0.434	0.438	0.025	0.03	0.41	0.414	0.886	0.9	0.567	0.51	0.991	0.977	0.527	0.524	0.993	0.992	0.983	0.987
"DUGASBAY"	"Neotoma"	10548	16264	"Dugas Bay Bog"	-79.38262	46.301699	"Eastern North America"	0.02	0.019	0.028	0.026	0.538	0.634	0.046	0.041	0.016	0.021	0.592	0.54	0.771	0.772	0.638	0.636	0.484	0.464	0.028	0.038	0.036	0.133	0.152	0.103	0.099	0.233	0.224	0.126	0.122	0.232	0.211	0.097	0.096	0.209	0.197	0.072	0.074	0.03	0.033	0.034	0.034	0.156	0.166	0.051	0.06	0.478	0.449	0.193	0.214	0.174	0.184
"MARKPOND"	"Neotoma"	10551	16269	"Mark Pond"	-89.615417	51.839861	"Eastern North America"	0.424	0.415	0.383	0.41	0.445	0.269	0.392	0.41	0.308	0.327	0.099	0.001	0.341	0.315	0.317	0.262	0.245	0.232	0.415	0.273	0.007	0.52	0.529	0.366	0.382	0.096	0.087	0.087	0.122	0.029	0.032	0.014	0.014	0.26	0.268	0.099	0.094	0.527	0.515	0.359	0.365	0.129	0.1	0.09	0.108	0.244	0.255	0.213	0.209	0.14	0.154
"PRESONTA"	"Neotoma"	10552	16271	"Preston Lake"	-79.37944	43.986903	"Eastern North America"	0.526	0.5	0.648	0.661	0.907	0.558	0.979	0.988	0.733	0.76	0.13	0.195	0.235	0.219	0.281	0.241	0.192	0.17	0.015	0.005	0.001	0.598	0.59	0.908	0.906	0.172	0.179	0.304	0.301	0.805	0.815	0.802	0.786	0.31	0.282	0.306	0.302	0.561	0.528	0.867	0.856	0.997	0.998	0.99	0.987	0.257	0.246	0.288	0.297	0.264	0.285
"ROUNDON"	"Neotoma"	10554	16275	"Round Pond"	-91.372361	52.531655	"Eastern North America"	0.134	0.133	0.253	0.267	0.049	0.044	0.141	0.151	0.265	0.277	0.002	0.011	0.394	0.361	0.604	0.609	0.589	0.577	0.342	0.202	0.551	0.138	0.16	0.122	0.117	0.275	0.253	0.197	0.193	0.019	0.015	0.009	0.018	0.655	0.693	0.617	0.59	0.366	0.341	0.354	0.345	0.046	0.059	0.045	0.057	0.431	0.446	0.413	0.415	0.31	0.319
"WEBBS"	"Neotoma"	10556	16278	"Webbs Lake"	-78.1025	44.167067	"Eastern North America"	0.553	0.214	0.513	0.228	0.256	0.242	0.195	0.041	0.648	0.283	0.048	0.161	0.079	0.015	0.124	0.079	0.275	0.236	0.001	0.005	0.01	0.356	0.459	0.383	0.309	0.001	0.001	0.003	0.001	0.001	0.001	0.071	0.049	0.001	0.002	0.086	0.103	0.543	0.212	0.183	0.094	0.086	0.013	0.263	0.149	0.006	0.001	0.013	0.009	0.064	0.094
"GDF141"	"Neotoma"	5192	17285	"Little Salt Spring"	-82.233333	27.075	"Eastern North America"	0.749	0.768	0.458	0.492	0.558	0.202	0.709	0.702	0.338	0.331	0.491	0.252	0.918	0.935	0.495	0.525	0.333	0.325	0.485	0.313	0.363	0.05	0.046	0.366	0.377	0.031	0.037	0.381	0.374	0.16	0.173	0.012	0.016	0.822	0.819	0.197	0.21	0.258	0.229	0.295	0.298	0.238	0.243	0.265	0.268	0.54	0.522	0.573	0.597	0.443	0.45
"CAPITOLA"	"Neotoma"	11563	17304	"Capitola Lake"	-89.55507	45.519575	"Eastern North America"	0.366	0.379	0.15	0.143	0.001	0.027	0.104	0.093	0.022	0.018	0.357	0.089	0.116	0.112	0.05	0.043	0.045	0.052	0.024	0.151	0.01	0.189	0.178	0.05	0.043	0.001	0.002	0.001	0.001	0.576	0.571	0.182	0.182	0.001	0.001	0.002	0.001	0.359	0.385	0.061	0.047	0.294	0.301	0.052	0.036	0.045	0.039	0.013	0.013	0.015	0.016
"PANTHERCB"	"Neotoma"	11591	17363	"Panthertown Creek Bog"	-83.025107	35.166618	"Eastern North America"	0.761	0.759	0.113	0.123	0.23	0.438	0.7	0.742	0.1	0.088	0.807	0.85	0.305	0.292	0.385	0.396	0.054	0.059	0.448	0.755	0.53	0.612	0.622	0.013	0.008	0.034	0.037	0.029	0.027	0.299	0.296	0.02	0.015	0.023	0.025	0.012	0.012	0.733	0.747	0.042	0.042	0.679	0.671	0.045	0.045	0.145	0.144	0.144	0.14	0.001	0.004
"BEAVERWI"	"Neotoma"	11602	17387	"Beaver Lake"	-88.15694	44.919595	"Eastern North America"	0.043	0.049	0.07	0.064	0.002	0.011	0.356	0.376	0.152	0.17	0.051	0.058	0.218	0.182	0.337	0.347	0.087	0.111	0.091	0.331	0.079	0.003	0.004	0.013	0.014	0.056	0.059	0.654	0.642	0.023	0.02	0.012	0.014	0.03	0.043	0.139	0.151	0.046	0.041	0.171	0.167	0.793	0.797	0.243	0.243	0.064	0.069	0.255	0.27	0.02	0.016
"STEELMN"	"Neotoma"	11606	17396	"Steel Lake"	-94.68138	46.973155	"Eastern North America"	0.021	0.022	0.013	0.014	0.11	0.012	0.014	0.011	0.009	0.013	0.097	0.007	0.514	0.526	0.251	0.273	0.328	0.311	0.207	0.177	0.209	0.011	0.012	0.026	0.011	0.537	0.531	0.293	0.299	0.006	0.005	0.01	0.004	0.37	0.39	0.34	0.323	0.029	0.05	0.004	0.003	0.011	0.01	0.002	0.003	0.369	0.384	0.168	0.163	0.255	0.251
"PIERMONT"	"Neotoma"	11607	17398	"Piermont Marsh"	-73.908375	41.027635	"Eastern North America"	0.085	0.09	0.132	0.122	0.462	0.389	0.08	0.069	0.148	0.147	0.551	0.318	0.164	0.141	0.336	0.352	0.399	0.429	0.544	0.484	0.302	0.002	0.007	0.004	0.009	0.319	0.305	0.331	0.367	0.019	0.024	0.078	0.061	0.293	0.248	0.358	0.342	0.055	0.061	0.068	0.06	0.038	0.036	0.069	0.05	0.397	0.395	0.295	0.284	0.35	0.304
"LORRAINE"	"Neotoma"	11610	17404	"Lorraine Lake"	-86.48299	46.144685	"Eastern North America"	0.236	0.228	0.307	0.292	0.833	0.335	0.692	0.697	0.195	0.183	0.318	0.202	0.008	0.016	0.014	0.02	0.006	0.011	0.01	0.01	0.016	0.76	0.774	0.403	0.371	0.001	0.002	0.001	0.001	0.83	0.836	0.577	0.594	0.001	0.002	0.001	0.001	0.841	0.824	0.402	0.381	0.611	0.623	0.212	0.189	0.002	0.001	0.001	0.002	0.004	0.001
"PENEGOR"	"Neotoma"	11611	17406	"Penegor Lake"	-88.86036	46.61506	"Eastern North America"	0.495	0.516	0.724	0.704	0.827	0.027	0.28	0.31	0.29	0.319	0.72	0.096	0.156	0.163	0.29	0.27	0.153	0.144	0.003	0.001	0.001	0.428	0.45	0.057	0.04	0.001	0.002	0.002	0.002	0.309	0.321	0.015	0.013	0.001	0.002	0.001	0.001	0.557	0.555	0.12	0.135	0.536	0.499	0.164	0.163	0.006	0.006	0.005	0.003	0.007	0.003
"FAKIII98"	"Neotoma"	11616	17417	"Big Cypress Bend"	-81.46761	25.949	"Eastern North America"	0.054	0.052	0.071	0.052	0.705	0.036	0.195	0.197	0.264	0.25	0.924	0.386	0.611	0.596	0.455	0.46	0.711	0.765	0.651	0.052	0.324	0.372	0.365	0.205	0.2	0.74	0.724	0.292	0.296	0.422	0.43	0.35	0.37	0.764	0.764	0.602	0.626	0.054	0.062	0.097	0.113	0.122	0.101	0.088	0.084	0.35	0.367	0.449	0.468	0.302	0.231
"MS-82-37"	"Neotoma"	11696	17597	"Benacadie 4"	-60.69363	45.91664	"Eastern North America"	0.013	0.138	0.009	0.065	0.822	0.618	0.008	0.419	0.01	0.114	0.277	0.998	0.952	0.904	0.757	0.424	0.809	0.398	0.197	0.416	0.7	0.459	0.238	0.419	0.155	0.775	0.669	0.754	0.252	0.019	0.056	0.044	0.005	0.432	0.655	0.433	0.064	0.012	0.192	0.054	0.927	0.005	0.18	0.059	0.806	0.017	0.045	0.117	0.399	0.144	0.409
"MS-85-19"	"Neotoma"	11706	17617	"Lismore Section"	-62.27347	45.70486	"Eastern North America"	0.465	0.45	0.447	0.452	0.579	0.742	0.725	0.755	0.73	0.715	0.054	0.013	0.736	0.766	0.043	0.039	0.594	0.586	0.217	0.326	0.199	0.683	0.669	0.526	0.512	0.456	0.461	0.446	0.437	0.741	0.749	0.84	0.834	0.326	0.36	0.512	0.526	0.664	0.641	0.275	0.308	0.746	0.723	0.589	0.632	0.462	0.436	0.399	0.405	0.437	0.439
"WILCOX98"	"Neotoma"	1245	17672	"Wilcox Lake"	-79.43	43.95	"Eastern North America"	0.505	0.242	0.27	0.107	0.371	0.019	0.933	0.09	0.55	0.157	0.595	0.055	0.297	0.062	0.215	0.215	0.24	0.255	0.66	0.024	0.056	0.739	0.148	0.481	0.044	0.024	0.002	0.033	0.014	0.195	0.004	0.5	0.069	0.078	0.003	0.144	0.171	0.559	0.289	0.258	0.106	0.714	0.057	0.567	0.202	0.154	0.006	0.073	0.079	0.15	0.203
"SPIREA"	"Neotoma"	11736	17689	"Spirea Wetland"	-80.259242	43.26191	"Eastern North America"	0.055	0.001	0.032	0.012	0.049	0.224	0.088	0.001	0.096	0.037	0.053	0.193	0.224	0.096	0.197	0.17	0.284	0.269	0.064	0.353	0.325	0.083	0.064	0.149	0.204	0.005	0.057	0.078	0.2	0.009	0.013	0.016	0.016	0.001	0.06	0.041	0.049	0.091	0.001	0.009	0.003	0.147	0.001	0.008	0.005	0.098	0.131	0.046	0.046	0.091	0.088
"SILVER07"	"Neotoma"	2303	17717	"Silver Lake"	-83.812515	40.354335	"Eastern North America"	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.301	0.271	0.748	0.521	0.514	0.33	0.773	0.194	0.229	0.001	0.001	0.002	0.005	0.054	0.021	0.769	0.542	0.001	0.001	0.001	0.001	0.056	0.013	0.658	0.318	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.286	0.007	0.692	0.514	0.218	0.365
"LOSTSWAM"	"Neotoma"	11805	17880	"Lost Swamp"	-72.4211	42.82814	"Eastern North America"	0.205	0.047	0.047	0.042	0.018	0.001	0.065	0.022	0.034	0.034	0.019	0.001	0.019	0.027	0.019	0.068	0.037	0.163	0.001	0.001	0.001	0.2	0.091	0.039	0.067	0.024	0.044	0.02	0.063	0.056	0.022	0.019	0.023	0.013	0.025	0.031	0.143	0.2	0.053	0.039	0.049	0.061	0.015	0.016	0.025	0.031	0.037	0.024	0.061	0.032	0.134
"LITSHING"	"Neotoma"	11855	17947	"Little Shingobee Lake"	-94.694575	46.994015	"Eastern North America"	0.004	0.014	0.009	0.008	0.024	0.003	0.02	0.01	0.022	0.007	0.316	0.126	0.279	0.183	0.099	0.121	0.096	0.108	0.119	0.064	0.07	0.002	0.008	0.003	0.002	0.331	0.455	0.128	0.224	0.02	0.003	0.033	0.006	0.404	0.606	0.301	0.325	0.046	0.007	0.16	0.032	0.166	0.024	0.14	0.026	0.392	0.289	0.656	0.647	0.34	0.379
"TOWER7"	"Neotoma"	9738	17993	"Tower Lake"	-86.037795	46.542635	"Eastern North America"	0.916	0.924	1	1	0.631	1	0.625	0.628	1	1	0.773	1	0.927	0.925	1	1	1	1	0.109	1	1	0.951	0.923	1	1	0.247	0.23	1	1	0.234	0.23	1	1	0.033	0.029	1	1	0.088	0.074	1	1	0.937	0.94	1	1	0.931	0.944	1	1	1	1
"PATHNS"	"Neotoma"	11926	18110	"Path Lake"	-64.928795	43.87196	"Eastern North America"	0.001	0.002	0.002	0.004	0.388	0.017	0.01	0.011	0.006	0.007	0.414	0.018	0.521	0.531	0.162	0.179	0.11	0.084	0.002	0.001	0.001	0.071	0.071	0.074	0.085	0.008	0.006	0.025	0.03	0.148	0.155	0.067	0.067	0.002	0.001	0.003	0.002	0.004	0.003	0.002	0.002	0.021	0.032	0.006	0.015	0.327	0.328	0.07	0.07	0.063	0.078
"Madelia"	"Neotoma"	13287	19812	"Madelia"	-94.416667	44.083333	"Eastern North America"	0.008	0.491	0.153	0.763	0.001	0.004	0.001	0.415	0.107	0.885	0.006	0.001	0.072	0.322	0.23	0.651	0.225	0.815	0.716	0.363	0.15	0.003	0.326	0.017	0.329	0.203	0.149	0.278	0.386	0.001	0.225	0.001	0.222	0.443	0.267	0.325	0.431	0.002	0.349	0.026	0.177	0.001	0.434	0.023	0.254	0.233	0.368	0.369	0.481	0.265	0.467
"FOXMN"	"Neotoma"	11620	19834	"Fox Lake"	-94.698115	43.6774	"Eastern North America"	0.309	0.277	0.137	0.14	0.005	0.002	0.286	0.277	0.123	0.145	0.019	0.002	0.149	0.144	0.07	0.066	0.064	0.045	0.197	0.017	0.005	0.136	0.112	0.14	0.147	0.089	0.089	0.091	0.103	0.266	0.248	0.257	0.262	0.048	0.05	0.079	0.085	0.011	0.018	0.009	0.007	0.03	0.028	0.01	0.008	0.043	0.04	0.024	0.03	0.017	0.015
"BRULE"	"Neotoma"	13302	19842	"Lac Brule"	-75.4417	45.71903	"Eastern North America"	0.371	0.387	0.145	0.137	0.34	0.106	0.536	0.529	0.496	0.494	0.33	0.097	0.088	0.09	0.056	0.051	0.115	0.107	0.127	0.041	0.037	0.831	0.826	0.401	0.395	0.007	0.007	0.003	0.003	0.181	0.185	0.384	0.345	0.249	0.23	0.455	0.457	0.13	0.119	0.015	0.019	0.155	0.156	0.01	0.018	0.421	0.439	0.101	0.102	0.094	0.096
"NOIRQU"	"Neotoma"	13304	19846	"Lac Noir"	-75.135905	45.777015	"Eastern North America"	0.754	0.727	0.417	0.371	0.355	0.339	0.73	0.736	0.221	0.224	0.213	0.076	0.127	0.15	0.177	0.157	0.17	0.157	0.308	0.373	0.122	0.257	0.305	0.451	0.434	0.336	0.332	0.624	0.626	0.274	0.274	0.646	0.655	0.243	0.254	0.635	0.639	0.36	0.362	0.805	0.803	0.327	0.307	0.803	0.809	0.184	0.188	0.582	0.562	0.642	0.62
"LONESTAR"	"Neotoma"	13348	19931	"Lone Star Lake"	-92.365	45.932	"Eastern North America"	0.009	0.008	0.024	0.019	0.005	0.02	0.209	0.215	0.279	0.282	0.069	0.455	0.606	0.58	0.6	0.6	0.636	0.653	0.14	0.444	0.528	0.027	0.035	0.035	0.034	0.221	0.215	0.127	0.131	0.433	0.412	0.35	0.34	0.351	0.374	0.268	0.261	0.003	0.004	0.243	0.222	0.224	0.209	0.788	0.762	0.061	0.064	0.507	0.51	0.138	0.146
"LILY04"	"Neotoma"	13349	19933	"Lily Lake"	-92.273	45.901	"Eastern North America"	0.024	0.027	0.013	0.012	0.029	0.064	0.146	0.133	0.062	0.056	0.129	0.212	0.602	0.577	0.344	0.357	0.304	0.292	0.437	0.316	0.338	0.005	0.007	0.007	0.018	0.237	0.214	0.26	0.294	0.057	0.036	0.095	0.1	0.269	0.279	0.563	0.538	0.001	0.004	0.006	0.001	0.025	0.034	0.017	0.02	0.246	0.263	0.222	0.207	0.141	0.17
"SPIC06A1"	"Neotoma"	13350	19937	"Spicer Lake"	-86.52208	41.75738	"Eastern North America"	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.018	0.004	0.122	0.108	0.151	0.2	0.151	0.825	0.779	0.024	0.028	0.002	0.013	0.001	0.001	0.052	0.022	0.001	0.001	0.001	0.001	0.01	0.014	0.123	0.229	0.001	0.001	0.001	0.001	0.011	0.005	0.001	0.004	0.047	0.135	0.011	0.004	0.014	0.022
"MARYLKON"	"Neotoma"	13362	19967	"Mary Lake"	-81.00256	44.735655	"Eastern North America"	0.814	0.831	0.397	0.381	0.134	0.05	0.279	0.29	0.308	0.269	0.03	0.072	0.059	0.06	0.054	0.059	0.075	0.069	0.056	0.021	0.034	0.675	0.687	0.062	0.071	0.002	0.002	0.001	0.001	0.016	0.009	0.002	0.002	0.001	0.003	0.001	0.001	0.805	0.827	0.297	0.263	0.147	0.153	0.063	0.064	0.014	0.009	0.016	0.011	0.012	0.011
"KETTLE"	"Neotoma"	13455	20194	"Kettle Lake"	-103.62399	48.60712	"Eastern North America"	0.007	0.01	0.005	0.009	0.066	0.063	0.002	0.001	0.002	0.001	0.099	0.105	0.356	0.352	0.099	0.097	0.026	0.013	0.617	0.465	0.314	0.017	0.022	0.016	0.014	0.118	0.106	0.028	0.039	0.016	0.021	0.02	0.016	0.373	0.428	0.165	0.19	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.102	0.111	0.012	0.01	0.012	0.013
"ELKGR-89"	"Neotoma"	9987	20311	"Elk Lake"	-95.80385	45.8668	"Eastern North America"	0.003	0.003	0.014	0.013	0.001	0.001	0.003	0.007	0.1	0.084	0.012	0.027	0.076	0.099	0.532	0.543	0.843	0.817	0.142	0.096	0.233	0.028	0.027	0.259	0.261	0.001	0.001	0.015	0.011	0.001	0.001	0.001	0.001	0.031	0.03	0.538	0.536	0.003	0.004	0.458	0.495	0.002	0.002	0.424	0.422	0.007	0.005	0.491	0.486	0.716	0.74
"SRHODY"	"Neotoma"	13528	20397	"South Rhody peatland"	-86.0752	46.565795	"Eastern North America"	0.12	0.115	0.434	0.425	0.124	0.623	0.445	0.471	0.249	0.209	0.34	0.071	0.046	0.044	0.06	0.078	0.01	0.01	0.001	0.002	0.001	0.16	0.138	0.728	0.756	0.002	0.001	0.002	0.005	0.984	0.964	0.889	0.863	0.003	0.002	0.003	0.005	0.245	0.279	0.399	0.416	0.707	0.727	0.189	0.22	0.027	0.047	0.012	0.009	0.006	0.003
"MINDEN"	"Neotoma"	13582	20512	"Minden Bog"	-82.86388	43.60373	"Eastern North America"	0.486	0.507	0.372	0.412	0.02	0.003	0.28	0.334	0.391	0.445	0.01	0.001	0.579	0.57	0.57	0.575	0.711	0.7	0.078	0.01	0.015	0.107	0.108	0.062	0.05	0.066	0.069	0.072	0.072	0.056	0.05	0.038	0.03	0.571	0.616	0.509	0.502	0.114	0.107	0.085	0.093	0.162	0.189	0.236	0.215	0.305	0.287	0.264	0.27	0.394	0.408
