"Event"	"Reference (Event)"	"ID (Site)"	"ID (Dataset)"	"Site"	"Longitude"	"Latitude"	"Continent"	"modern training sites [#], full dataset"	"minimum modern T air (July) [°C], full dataset"	"maximum modern T air (July) [°C], full dataset"	"minimum modern T air (annual mean) [°C], full dataset"	"maximum modern T air (annual mean) [°C], full dataset"	"minimum modern Precip annual total [mm/a], full dataset"	"maximum modern Precip annual total [mm/a], full dataset"	"WA-PLS component T air (July), full dataset"	"WA-PLS r2 observed vs. predicted T air (July), full dataset"	"WA-PLS RMSEP T air (July), full dataset"	"MAT r2 observed vs. predicted T air (July), full dataset"	"MAT RMSEP T air (July), full dataset"	"WA-PLS component T air (annual mean), full dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), full dataset"	"WA-PLS RMSEP T air (annual mean), full dataset"	"MAT r2 observed vs. predicted T air (annual mean), full dataset"	"MAT RMSEP T air (annual mean), full dataset"	"WA-PLS component Precip annual total, full dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, full dataset"	"WA-PLS RMSEP Precip annual total, full dataset"	"MAT r2 observed vs. predicted Precip annual total, full dataset"	"MAT RMSEP Precip annual total, full dataset"	"minimum modern T air (July) [°C], after tailoring"	"maximum modern T air (July) [°C], after tailoring"	"minimum modern T air (annual mean) [°C], after tailoring"	"maximum modern T air (annual mean) [°C], after tailoring"	"minimum modern Precip annual total [mm/a], after tailoring"	"maximum modern Precip annual total [mm/a], after tailoring"	"modern training sites [#], July temperature-tailored dataset"	"minimum modern T air (July) [°C], July temperature-tailored dataset"	"maximum modern T air (July) [°C], July temperature-tailored dataset"	"minimum modern Precip annual total [mm/a], July temperature-tailored dataset"	"maximum modern Precip annual total [mm/a], July temperature-tailored dataset"	"WA-PLS component T air (July), July temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (July), July temperature-tailored dataset"	"WA-PLS RMSEP T air (July), July temperature-tailored dataset"	"WA-PLS component Precip annual total, July temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, July temperature-tailored dataset"	"WA-PLS RMSEP Precip annual total, July temperature-tailored dataset"	"modern training sites [#], annual mean temperature-tailored dataset"	"minimum modern T air (annual mean) [°C], annual mean temperature-tailored dataset"	"maximum modern T air (annual mean) [°C], annual mean temperature-tailored dataset"	"minimum modern Precip annual total [mm/a], annual mean temperature-tailored dataset"	"maximum modern Precip annual total [mm/a], annual mean temperature-tailored dataset"	"WA-PLS component T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS RMSEP T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS component Precip annual total, annual mean temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, annual mean temperature-tailored dataset"	"WA-PLS RMSEP Precip annual total, annual mean temperature-tailored dataset"	"modern training sites [#], annual precipitation-tailored dataset"	"minimum modern T air (July) [°C], annual precipitation-tailored dataset"	"maximum modern T air (July) [°C], annual precipitation-tailored dataset"	"minimum modern T air (annual mean) [°C], annual precipitation-tailored dataset"	"maximum modern T air (annual mean) [°C], annual precipitation-tailored dataset"	"minimum modern Precip annual total [mm/a], annual precipitation-tailored dataset"	"maximum modern Precip annual total [mm/a], annual precipitation-tailored dataset"	"WA-PLS component T air (July), annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (July), annual precipitation-tailored dataset"	"WA-PLS RMSEP T air (July), annual precipitation-tailored dataset"	"WA-PLS component T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS RMSEP T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS component Precip annual total, annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, annual precipitation-tailored dataset"	"WA-PLS RMSEP Precip annual total, annual precipitation-tailored dataset"
"BOYIQZK1"	"Cao et al."	99	100099	"Boyiqiao ZK01"	119.8	31.766667	"Asia"	2281	2.8	29.5	-9.5	25.7	36	4360	2	0.67	3.37	0.78	2.76	2	0.8	3.49	0.86	2.91	2	0.82	289.28	0.89	226.92	20.5	26.9	7.6	16.4	621	1502	805	20.6	26.9	36	3206	2	0.44	1.36	2	0.86	294.31	618	7.6	16.4	36	4360	2	0.61	1.82	2	0.78	340.42	694	5.2	29.5	-4.8	25.7	622	1499	2	0.73	3.15	2	0.79	3.04	2	0.76	123.67
"CHANGJICM97"	"Cao et al."	100	100100	"Changjiang CM97"	121.383333	31.616667	"Asia"	2186	2.9	29.5	-9.5	25.7	98	4360	2	0.64	3.24	0.77	2.57	2	0.79	3.36	0.87	2.71	2	0.81	297.63	0.89	231.95	12.5	28.9	1.1	16.9	379	1604	1886	12.6	28.9	98	4360	2	0.53	2.66	2	0.82	304.58	1540	1.1	16.9	98	4360	2	0.69	2.63	2	0.82	287.39	1200	2.9	29.5	-9.5	25.7	380	1604	2	0.68	3.32	2	0.76	3.22	2	0.82	150.02
"CHANGJIHQ98"	"Cao et al."	101	100101	"Changjiang HQ98"	120.233333	32.25	"Asia"	2303	2.8	29.5	-9.5	25.7	36	4360	2	0.68	3.31	0.79	2.69	2	0.8	3.46	0.86	2.89	2	0.82	290.81	0.89	227.41	19.7	28.2	2.4	20.5	153	1700	1139	19.7	28.2	36	3294	2	0.49	1.74	2	0.85	289.62	1524	2.4	20.4	36	4360	2	0.75	2.67	2	0.81	316.62	1811	2.8	29.5	-9.5	25.7	153	1699	2	0.69	3.27	2	0.77	3.42	2	0.86	160.5
"CHANGSHAN"	"Cao et al."	102	100102	"Changshan"	120.35	31.95	"Asia"	2275	2.9	29.5	-9.5	25.7	46	4360	2	0.68	3.3	0.79	2.66	2	0.8	3.44	0.87	2.86	2	0.82	292.03	0.89	228.45	16.6	26.6	4.9	16.5	436	1640	1469	16.6	26.6	46	3486	2	0.46	1.92	2	0.85	283.38	894	5	16.5	46	4360	2	0.62	2.24	2	0.8	327.15	1164	2.9	29.5	-9.5	25.7	436	1639	2	0.71	3.53	2	0.8	3.4	2	0.81	157.28
"GUANGTA"	"Cao et al."	103	100103	"Guangtangtou"	119.15	31.95	"Asia"	2350	2.8	29.5	-9.5	25.7	35	4360	2	0.67	3.47	0.78	2.82	2	0.8	3.52	0.86	2.95	2	0.83	283.32	0.9	222.87	16	25	6.4	13.9	862	1269	1323	16.1	25	98	3486	1	0.3	1.89	2	0.87	262.33	522	6.4	13.8	35	4360	2	0.4	1.69	2	0.85	309.18	188	13.2	29.2	-2.4	25.1	864	1255	1	0.75	2.56	1	0.65	2.76	1	0.52	79.61
"GUCHENG"	"Cao et al."	104	100104	"Gucheng Lake"	118.897	31.2755	"Asia"	2273	2.8	29.5	-9.5	25.7	35	4360	2	0.68	3.49	0.79	2.84	2	0.8	3.47	0.86	2.92	2	0.83	286.7	0.89	225.45	16.5	28.2	0.9	17.1	-100	1756	1488	16.5	28.1	35	3486	2	0.48	2.15	2	0.85	285.17	1557	0.9	17	35	4360	2	0.69	2.69	2	0.83	274.61	1869	2.8	29.5	-9.5	25.7	35	1751	2	0.68	3.52	2	0.77	3.47	2	0.86	167.12
"HUASHAN"	"Cao et al."	105	100105	"Huashankou"	119.15	31.95	"Asia"	2350	2.8	29.5	-9.5	25.7	35	4360	2	0.67	3.47	0.78	2.82	2	0.8	3.52	0.86	2.95	2	0.83	283.32	0.9	222.87	22.9	29.2	7.9	18.4	604	1366	722	22.9	29.2	35	3136	2	0.43	1.52	2	0.78	297.44	730	8	18.3	35	4360	2	0.63	2.02	2	0.77	349.88	665	5.2	29.2	-4.8	25.1	604	1361	2	0.72	3.14	2	0.78	2.95	2	0.76	95.41
"QIDONG"	"Cao et al."	107	100107	"Qidong"	121.7	31.9	"Asia"	2203	2.9	29.5	-9.5	25.7	98	4360	2	0.64	3.21	0.77	2.54	2	0.8	3.36	0.87	2.75	2	0.82	294.84	0.89	229.5	12.4	26.6	4.2	16.8	1070	1368	1670	12.6	26.6	98	4360	2	0.45	2.37	2	0.84	291.59	999	4.2	16.8	98	4360	2	0.61	2.4	2	0.8	322.03	172	18.2	29.2	6.8	25.1	1081	1367	1	0.58	1.7	1	0.65	2.1	1	0.38	59.97
"XINGXH1"	"Cao et al."	108	100108	"Xinghua XH1"	119.875833	32.709667	"Asia"	2363	2.8	29.5	-9.5	25.7	35	4360	2	0.68	3.35	0.79	2.73	2	0.8	3.47	0.86	2.92	2	0.83	287.38	0.89	225.22	0.1	36.6	-10.2	32.7	-523	3103	2363	2.8	29.5	35	4360	2	0.68	3.35	2	0.83	287.38	2363	-9.5	25.7	35	4360	2	0.8	3.47	2	0.83	287.38	2355	2.8	29.5	-9.5	25.7	35	3084	2	0.68	3.35	2	0.8	3.47	2	0.83	274.6
"ZHENJI"	"Cao et al."	109	100109	"Zhenjiang"	119.45	32.183333	"Asia"	2349	2.8	29.5	-9.5	25.7	35	4360	2	0.67	3.43	0.79	2.78	2	0.8	3.5	0.86	2.93	2	0.83	285.09	0.89	224.9	3.7	29.1	0.5	18.4	485	2554	2330	3.8	29	35	4360	2	0.68	3.37	2	0.83	284.08	1713	0.5	18.3	35	4360	2	0.73	2.77	2	0.83	284.01	1526	2.9	29.5	-9.5	25.7	486	2549	2	0.7	3.45	2	0.81	3.41	2	0.77	268.6
"DAHU"	"Cao et al."	110	100110	"Dahu Lake"	115.033333	24.25	"Asia"	1589	2.5	29.5	-9.5	25.7	113	4360	2	0.75	3.5	0.83	2.9	2	0.82	3.44	0.87	2.93	2	0.81	305.24	0.89	229.56	8.3	24.7	2.1	16.6	743	1855	1015	8.4	24.7	113	4360	2	0.66	2.84	2	0.84	288.12	900	2.1	16.5	113	4360	2	0.7	2.44	2	0.84	282.74	601	5.2	29.5	-4.8	25.7	743	1846	2	0.69	3.13	2	0.72	3.32	2	0.72	190.75
"DINGNAN"	"Cao et al."	111	100111	"Dingnan"	115.033333	24.75	"Asia"	1680	2.5	29.5	-9.5	25.7	98	4360	2	0.74	3.53	0.82	2.93	2	0.82	3.48	0.87	3.01	2	0.82	301.04	0.89	228.44	15	19.1	7.3	12.5	1032	1756	239	15	19.1	231	3486	2	0.45	0.99	2	0.9	202.33	295	7.3	12.5	98	4360	1	0.36	1.22	2	0.84	320.77	375	17.1	29.5	5	25.7	1043	1751	2	0.54	1.96	2	0.75	2.27	1	0.55	149
"POYANGZK2"	"Cao et al."	112	100112	"Poyang Lake ZK2"	116.213833	29.741667	"Asia"	2062	2.5	29.5	-9.5	25.7	35	4360	2	0.72	3.58	0.81	2.91	2	0.82	3.44	0.87	2.94	2	0.84	286.02	0.9	220.09	16.4	24.9	3.1	15.5	536	1400	974	16.4	24.8	53	3486	1	0.21	1.95	2	0.88	272.9	912	3.1	15.5	35	4360	2	0.61	2.23	2	0.86	269.97	635	2.5	29.3	-6.9	25.1	537	1400	2	0.74	3.47	2	0.76	3.24	2	0.78	112.41
"DASHAN"	"Cao et al."	114	100114	"Dashan"	124.85	44.883333	"Asia"	2110	5.6	29.4	-11	19.1	35	3486	2	0.54	2.49	0.65	2.17	2	0.72	3.43	0.81	2.89	2	0.84	245.72	0.89	200.65	15.9	19.9	-1.7	3.5	249	643	919	16	19.8	149	3486	1	0.25	0.98	2	0.85	211.16	622	-1.7	3.5	139	2147	2	0.45	1.21	2	0.84	130.08	936	5.6	27.6	-11	13.7	250	641	2	0.44	2.4	2	0.71	3.15	2	0.49	83.46
"ERLONGWA"	"Cao et al."	115	100115	"Erlongwan Maar Lake"	126.366667	42.3	"Asia"	1925	7.8	29.4	-9.8	20	46	3486	2	0.56	2.4	0.66	2.09	2	0.71	3.14	0.8	2.6	2	0.83	266.3	0.89	210.8	14.8	24.2	-4.3	11.5	184	1391	1552	14.9	24.1	107	3486	2	0.38	1.81	2	0.84	231.78	1560	-4.2	11.5	46	3486	2	0.58	2.53	2	0.83	226.82	1500	7.8	29	-9.8	20	185	1390	2	0.53	2.32	2	0.68	2.95	2	0.84	128.55
"HARBA"	"Cao et al."	117	100117	"Harbaling"	129.2	43.633333	"Asia"	1733	7.8	29.4	-10.3	19.1	107	3486	2	0.55	2.24	0.68	1.91	2	0.7	3.11	0.8	2.57	2	0.84	251.99	0.89	208.08	18	20.2	0.2	5.1	547	954	538	18	20.2	149	3486	1	0.03	0.61	2	0.82	218.47	613	0.2	5.1	107	2147	2	0.22	1.1	2	0.9	132.76	472	7.8	27.4	-9.8	14.6	551	906	2	0.5	1.96	2	0.59	2.29	2	0.39	70.58
"HONGSHE"	"Cao et al."	118	100118	"Hongsheng"	123.716667	46.666667	"Asia"	2133	4	29.3	-11.3	19.1	35	3486	2	0.53	2.45	0.64	2.15	2	0.73	3.4	0.82	2.85	2	0.85	235.05	0.9	195.8	18.4	19.9	1.4	2.3	237	419	421	18.4	19.9	149	3486	1	0.07	0.42	2	0.84	211.72	97	1.4	2.3	149	1988	1	0.03	0.22	2	0.9	122.32	644	4	27.2	-11.3	13	237	418	2	0.41	2.17	2	0.8	2.61	1	0.15	44.65
"JINCHU"	"Cao et al."	119	100119	"Jinchuan"	126.383333	42.35	"Asia"	1909	7.8	29.4	-9.8	20	46	3486	2	0.55	2.41	0.66	2.1	2	0.7	3.14	0.8	2.6	2	0.83	256.77	0.89	207.57	21.4	22.3	6.2	9.9	773	1288	159	21.4	22.2	107	3084	1	0.18	0.22	2	0.84	264.76	350	6.2	9.9	46	3421	1	0.22	0.92	2	0.88	247.25	333	10.3	29	-4.6	17.2	774	1287	2	0.78	2.24	2	0.79	2.57	2	0.48	122.08
"SONGJI"	"Cao et al."	121	100121	"Songjiang"	128.325833	42.5805	"Asia"	1745	7.8	29.4	-9.8	19.1	107	3486	2	0.53	2.31	0.66	1.98	2	0.69	3.07	0.78	2.58	2	0.84	252.68	0.89	210.25	18.6	21.6	0.6	6.9	418	685	634	18.7	21.5	149	3421	1	0.03	0.78	2	0.85	216.31	787	0.6	6.9	107	2209	2	0.28	1.4	2	0.87	165.08	402	7.8	27.6	-9.8	14.6	418	685	2	0.55	2.4	2	0.69	3.15	2	0.4	53.79
"XIAONAN"	"Cao et al."	122	100122	"Xiaonan"	125.216667	43.883333	"Asia"	2002	5.6	29.4	-10.3	19.1	35	3486	2	0.55	2.48	0.65	2.19	2	0.7	3.2	0.79	2.67	2	0.84	250.65	0.89	202.92	16.8	20.2	0.9	4.8	237	806	775	16.9	20.1	149	3486	1	0.13	0.9	2	0.83	222.32	570	0.9	4.7	107	2147	1	0.07	0.99	2	0.9	128.23	1164	5.6	27.6	-10.3	14.6	237	806	2	0.39	2.39	2	0.58	2.94	2	0.76	84.73
"KARAS"	"Cao et al."	123	100123	"Karas'e Lake"	70.22	53.026667	"Asia"	2071	-0.5	33	-11.8	17.4	15	992	1	0.43	3.93	0.64	3.1	2	0.55	3.39	0.68	2.86	2	0.71	100.03	0.83	76.98	16.1	20.3	-0.7	4.3	349	512	922	16.1	20.3	27	828	1	0.21	0.94	2	0.68	79.39	878	-0.6	4.3	28	828	2	0.36	0.99	2	0.73	80.89	593	3.4	26.2	-10	10.2	350	512	2	0.75	1.86	1	0.72	2.29	1	0.26	39.95
"KOTYR"	"Cao et al."	124	100124	"Kotyrkol"	70.416667	52.966667	"Asia"	2045	-1.1	33	-12.6	17.4	15	992	1	0.42	3.98	0.65	3.1	2	0.55	3.42	0.69	2.85	2	0.71	100.69	0.82	77.82	13.5	18.1	-3.5	1.7	322	505	720	13.6	18	27	828	1	0.24	1.08	2	0.72	83.61	809	-3.5	1.7	28	992	2	0.28	1.3	2	0.73	94.23	680	3.4	28.3	-10	13	323	505	2	0.76	2.41	2	0.71	2.48	1	0.35	44.89
"OZERKI2"	"Cao et al."	125	100125	"Ozerki"	80.466667	50.4	"Asia"	2067	-2.2	33	-15.8	14.8	15	992	1	0.38	4.31	0.59	3.53	2	0.49	3.56	0.6	3.14	2	0.74	99.11	0.85	76.06	12.5	19.5	-3.9	4.1	89	493	1207	12.6	19.4	27	992	2	0.34	1.53	2	0.71	91.22	1281	-3.9	4.1	28	992	1	0.33	1.67	2	0.74	93.36	1263	-2	30.7	-15.4	13.8	89	493	1	0.55	3.9	1	0.51	3.47	2	0.63	66.67
"PASHENNOE"	"Cao et al."	126	100126	"Pashennoe Lake"	75.4	49.37	"Asia"	1949	-2.2	33	-15.8	16.6	15	992	1	0.41	4.21	0.61	3.42	2	0.49	3.55	0.61	3.08	2	0.73	101.56	0.84	77.2	14.2	18.8	-1.5	3	189	410	860	14.3	18.8	27	828	1	0.21	1.12	2	0.64	88.9	841	-1.5	3	28	828	1	0.27	1	2	0.74	85.89	656	3.3	28.7	-11.3	13	191	410	2	0.63	3.73	2	0.62	3.05	2	0.41	45.64
"AKTEREK"	"Cao et al."	127	100127	"Ak Terek"	72.833333	41.283333	"Asia"	1682	-6.5	33	-17.5	18.2	15	1158	1	0.47	4.58	0.65	3.73	1	0.44	3.97	0.63	3.24	2	0.7	108.3	0.83	81.42	9.2	17.9	-2.8	3.9	20	245	699	9.3	17.8	27	992	2	0.4	2.1	2	0.77	101.56	962	-2.8	3.9	28	828	2	0.42	1.29	2	0.71	89.49	555	-2.2	31.7	-15.8	18.2	25	245	2	0.5	5.41	1	0.46	4.9	2	0.55	47.29
"BAKALY"	"Cao et al."	128	100128	"Bakaly Lake"	71.966667	41.866667	"Asia"	1641	-6.5	33	-17.5	18.2	15	1158	1	0.45	4.59	0.65	3.67	1	0.45	3.97	0.64	3.21	2	0.71	107.19	0.84	78.94	6.9	17.7	-6.8	2.8	-51	214	746	7	17.7	27	828	2	0.41	2.43	2	0.78	95.91	1085	-6.8	2.8	28	828	2	0.51	1.82	2	0.7	95.69	441	-2.2	33	-15.8	18.2	15	213	1	0.44	5.97	1	0.45	5.12	2	0.53	40.55
"KICHIKOL"	"Cao et al."	129	100129	"Kichikol Lake"	73.55	39.983333	"Asia"	1606	-6.5	33	-17.5	18.2	15	828	1	0.48	4.67	0.64	3.91	1	0.4	4.1	0.59	3.39	2	0.68	102.01	0.81	77.9	7.7	17.1	-7.6	2.1	-178	86	680	7.8	17.1	27	802	1	0.3	2.32	2	0.74	100.71	960	-7.5	2.1	28	802	2	0.43	1.99	2	0.67	99.33	198	-2.2	33	-15.8	14.8	15	85	1	0.51	5.72	1	0.46	5.17	1	0.2	16.62
"NIZNEE"	"Cao et al."	131	100131	"Nizhnee Lake"	72.95	41.3	"Asia"	1686	-6.5	33	-17.5	18.2	15	992	1	0.47	4.56	0.64	3.75	1	0.41	3.96	0.6	3.27	2	0.68	105.44	0.8	82.92	7.6	16	-4.8	1.4	-189	252	575	7.6	16	28	992	2	0.35	1.92	2	0.75	105.59	749	-4.7	1.4	30	992	2	0.39	1.44	2	0.69	104.3	576	-6.5	33	-17.5	18.2	15	250	2	0.51	5.39	1	0.47	4.88	2	0.56	48.36
"ORTOK"	"Cao et al."	132	100132	"Ortok Lake"	73.25	41.233333	"Asia"	1700	-6.5	33	-17.5	18.2	15	992	1	0.47	4.56	0.64	3.78	1	0.41	3.96	0.59	3.28	2	0.68	105.61	0.8	83.16	10.7	14.1	-1.7	1.1	-100	127	229	10.8	14.1	28	992	1	0.04	0.88	2	0.8	109.56	411	-1.7	1.1	31	705	1	0.27	0.74	2	0.74	92.28	275	-2.2	33	-15.8	17.8	15	127	1	0.45	5.94	1	0.44	5.29	1	0.25	27.18
"VERKHNEE"	"Cao et al."	133	100133	"Verkhnee Lake"	72.95	41.3	"Asia"	1686	-6.5	33	-17.5	18.2	15	992	1	0.47	4.56	0.64	3.75	1	0.41	3.96	0.6	3.27	2	0.68	105.44	0.8	82.92	10.3	17.8	-3.1	2.6	-168	110	609	10.3	17.7	27	992	2	0.31	1.95	2	0.78	103.06	859	-3.1	2.6	28	992	2	0.42	1.22	2	0.71	93.6	238	-2.2	33	-15.8	14.8	15	108	1	0.47	5.97	1	0.43	5.35	1	0.19	22.66
"CHANGXING"	"Cao et al."	134	100134	"Changxing Island"	121.416667	39.583333	"Asia"	2487	2.8	29.5	-9.5	22.4	35	4360	2	0.62	3.16	0.74	2.63	2	0.75	3.35	0.84	2.76	2	0.83	275.78	0.9	215.17	17.3	22.7	3.7	7.7	366	919	1168	17.4	22.7	103	3486	1	0.15	1.37	2	0.85	242.74	531	3.8	7.7	51	2547	1	0.22	1.07	2	0.86	206.09	1042	2.8	27.6	-9.5	14.6	366	906	2	0.6	3.11	2	0.53	2.99	2	0.63	87.06
"MAILI"	"Cao et al."	135	100135	"Maili"	122.883333	42.866667	"Asia"	2219	2.9	29.4	-9.8	20	35	3486	2	0.53	3.01	0.69	2.44	2	0.69	3.24	0.8	2.66	2	0.84	244.06	0.9	196.96	15.9	22.5	1.4	6.7	273	787	1317	16	22.4	107	3486	1	0.18	1.59	2	0.84	226.36	818	1.4	6.7	107	2209	2	0.23	1.27	2	0.84	174.27	1203	2.9	27.6	-9.8	14.6	273	785	1	0.48	2.92	2	0.55	2.98	2	0.71	83.15
"ACHITNUR8"	"Cao et al."	136	100136	"Achit Nur 8"	90.6	49.5	"Asia"	2336	-2.2	33	-15.8	14.8	15	992	1	0.49	4.35	0.64	3.68	1	0.41	3.9	0.6	3.22	2	0.62	105.76	0.76	85.37	15.7	20.8	-0.9	3.8	88	318	786	15.8	20.7	27	828	1	0.13	1.17	2	0.72	82.19	797	-0.9	3.8	28	828	1	0.11	1.18	2	0.64	97.38	942	-0.5	29.7	-11.8	13	88	317	1	0.49	4.2	1	0.54	3.46	1	0.25	51.79
"DABANUR"	"Cao et al."	137	100137	"Daba Nur Lake"	98.794444	48.2	"Asia"	2577	-2	33	-15.4	14.8	15	992	1	0.56	3.95	0.71	3.18	1	0.5	3.58	0.66	2.97	1	0.55	116.02	0.71	93.58	11.3	18.9	-2.6	1.4	270	396	1039	11.3	18.8	40	992	1	0.25	1.91	2	0.59	109.76	775	-2.6	1.3	58	992	1	0.12	1.09	1	0.53	108.28	735	-2	25	-15.4	9.3	270	395	2	0.71	3.26	2	0.62	2.74	1	0.05	33.49
"DOODNUR"	"Cao et al."	138	100138	"Dood Nur Lake"	99.383333	51.333333	"Asia"	2471	-2	33	-15.4	14.8	15	992	1	0.54	3.87	0.69	3.14	2	0.57	3.36	0.68	2.9	2	0.56	105.15	0.68	89.74	12.9	17.5	-4.6	-1.3	337	472	646	12.9	17.4	46	828	1	0.11	1.25	2	0.67	88.33	584	-4.6	-1.4	65	992	1	0.12	0.87	2	0.61	90.82	592	2.8	27.6	-9.8	13.3	337	472	2	0.74	3.05	2	0.66	2.82	1	0.17	36.54
"GUNNURLA"	"Cao et al."	139	100139	"Gun Nur Lake"	106.6	50.25	"Asia"	2567	-2	33	-15.4	14.8	15	992	1	0.52	3.89	0.69	3.14	2	0.58	3.51	0.68	3.08	2	0.56	116.72	0.67	101.07	14.3	19.9	-3.4	0.3	268	443	1048	14.4	19.8	40	864	1	0.12	1.3	2	0.58	98.05	601	-3.4	0.3	65	992	1	0.06	1.04	1	0.51	118.04	928	-2	27.2	-15.4	13	268	441	2	0.7	3.08	2	0.65	2.87	1	0.13	44.55
"HOTONNUR2"	"Cao et al."	140	100140	"Hoton-Nur-2"	88.345833	48.621667	"Asia"	2296	-2.2	33	-15.8	14.8	15	992	1	0.5	4.35	0.65	3.65	1	0.4	3.9	0.6	3.18	2	0.64	102.95	0.76	83.67	10	15.6	-3.1	0.6	221	485	587	10	15.5	28	992	1	0.19	1.47	2	0.57	124.33	666	-3.1	0.6	30	992	1	0.08	1	2	0.62	103.06	1209	-2	28.7	-15.4	13	221	484	2	0.62	3.41	2	0.5	3	2	0.45	56.36
"HOVSGOLC8"	"Cao et al."	141	100141	"Hovsgol Lake C8"	100.5	51.1	"Asia"	2452	-2	33	-15.4	14.8	15	992	1	0.53	3.95	0.7	3.17	1	0.52	3.55	0.68	2.93	1	0.52	117.16	0.69	93.77	8.7	22.3	-7.6	-0.4	393	639	1787	8.7	22.3	35	992	1	0.35	2.83	1	0.48	119.42	976	-7.6	-0.4	65	992	1	0.15	1.73	2	0.48	110.44	840	2.8	27.6	-9.8	13.3	393	634	1	0.65	3.02	2	0.66	2.89	1	0.2	54.95
"KHONINNU"	"Cao et al."	142	100142	"Khonin Nuga-River Terrace"	107.2875	49.08	"Asia"	2526	-2	33	-15.4	14.8	15	1328	1	0.53	3.91	0.68	3.19	1	0.52	3.65	0.66	3.08	2	0.59	117.48	0.69	102.95	12.1	17.6	-5	-0.2	355	544	730	12.2	17.5	46	992	1	0.1	1.53	2	0.61	108.39	793	-5	-0.2	65	992	1	0.15	1.25	1	0.46	119.06	761	2.8	27.6	-9.8	13.3	355	543	2	0.72	2.9	2	0.65	2.88	1	0.29	46.52
"UGIINUR"	"Cao et al."	143	100143	"Lake Ugii Nuur"	102.76667	47.766667	"Asia"	2542	-2	33	-15.4	15.5	15	1328	1	0.55	4.01	0.71	3.21	2	0.59	3.46	0.69	3.01	2	0.69	114.38	0.78	97.76	13.2	18.6	-1.6	2.3	255	415	738	13.3	18.5	40	1328	1	0.17	1.29	2	0.72	90.19	712	-1.6	2.3	46	858	1	0.13	1.05	1	0.58	111.45	857	-2	24.9	-15.4	8.9	256	414	2	0.69	3.23	2	0.61	2.7	1	0.09	40.98
"YOLINAM"	"Cao et al."	145	100145	"Yolin Am"	104.1	43.433333	"Asia"	2841	-2	33	-15.4	20	15	1611	1	0.57	4.12	0.73	3.28	2	0.61	3.61	0.72	3.09	1	0.72	130.31	0.81	109.1	6.6	14.7	-5.6	0.3	270	415	951	6.6	14.6	65	992	1	0.25	1.92	1	0.51	130.98	1060	-5.6	0.3	65	992	1	0.12	1.48	1	0.49	115.39	798	-2	27.1	-15.4	13	270	415	2	0.7	3.23	2	0.61	2.71	1	0.08	38.59
"HAIYUAN"	"Cao et al."	146	100146	"Haiyuan"	105.966667	36.433333	"Asia"	2830	-2	33	-15.4	25.1	15	2852	2	0.68	4.05	0.79	3.31	2	0.79	3.88	0.86	3.24	2	0.86	225.13	0.93	160.31	11.9	23.2	0.1	6.9	84	858	1392	11.9	23.1	35	2852	2	0.34	2.53	2	0.88	189.21	874	0.1	6.9	40	2209	1	0.22	1.69	1	0.62	156.77	2093	-2	28.8	-15.4	20	84	858	1	0.58	4	2	0.52	3.61	1	0.6	112.76
"SOUTHCHINSEAC4"	"Cao et al."	147	100147	"South China Sea C4"	108.066667	18.383333	"Asia"	983	2.5	29.5	-9.2	25.7	414	4360	2	0.8	3.41	0.85	3.05	2	0.83	3.52	0.87	3.15	2	0.73	304.55	0.82	252.79	23.4	24.1	13.9	15.6	1009	1292	39	23.5	24.1	1121	2529	1	0.64	0.15	1	0.4	214.85	108	14	15.6	808	2710	1	0.48	0.29	1	0.59	241.43	111	16.1	29.2	11	25.1	1010	1278	2	0.53	1.34	1	0.66	1.55	1	0.32	51.75
"AYONGWA"	"Cao et al."	149	100149	"Ayongwama Co"	98.198167	34.8305	"Asia"	2715	-6.5	33	-17.5	24.4	15	1904	2	0.61	4.43	0.73	3.7	2	0.7	4.14	0.78	3.53	2	0.84	161.33	0.9	130.89	17.6	19.1	4.1	5.4	435	589	177	17.6	19.1	29	1743	1	0.14	0.48	2	0.84	104.35	116	4.1	5.4	32	743	1	0.14	0.32	1	0.71	86.77	363	2.9	27.6	-9.5	13.7	436	588	2	0.77	3.27	2	0.74	3.02	1	0.18	40.3
